"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"id";"created_time";"status_type";"type";"properties.0.text";"message";"link";"permalink_url";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"wow.summary.total_count";"haha.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"jairmessias.bolsonaro/211857482296579_1604780736337573";"194";"1";"1";"211857482296579_1604780736337573";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1604780736337573";"2019-09-28T23:34:27+0000";"added_video";"video";"01:23";"- O Ministro do Desenvolvimento Regional , Gustavo Canuto, inaugurou com o governador de Roraima, a 5ª etapa do Sistema de Esgotamento Sanitário de Boa Vista.  . Link no YouTube: https://youtu.be/zZptmNOAVTQ";"https://www.facebook.com/jairmessias.bolsonaro/videos/649717392180898/";"https://www.facebook.com/211857482296579/posts/1604780736337573/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1604780736337573/211857482296579_1604780736337573";"807";"194";"2";"211857482296579_1604780736337573";"data";"fetched (200)";"2020-05-26 13:09:45.110867";"Facebook:/<post-id>";"211857482296579_1604780736337573";"";"";"";"";"";"";"";"1145";"3552";"23838";"22240";"1414";"158";"16";"1";"9"
"jairmessias.bolsonaro/211857482296579_1604429486372698";"195";"1";"1";"211857482296579_1604429486372698";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1604429486372698";"2019-09-28T15:34:31+0000";"added_video";"video";"00:25";"- À toda comunidade judaica do Brasil e do mundo um feliz 5.780. - Shaná Tová Umetuká.";"https://www.facebook.com/jairmessias.bolsonaro/videos/2767677573251658/";"https://www.facebook.com/211857482296579/posts/1604429486372698/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1604429486372698/211857482296579_1604429486372698";"808";"195";"2";"211857482296579_1604429486372698";"data";"fetched (200)";"2020-05-26 13:09:45.392244";"Facebook:/<post-id>";"211857482296579_1604429486372698";"";"";"";"";"";"";"";"3394";"8896";"57548";"50753";"6169";"330";"208";"16";"72"
"jairmessias.bolsonaro/211857482296579_1604134116402235";"196";"1";"1";"211857482296579_1604134116402235";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1604134116402235";"2019-09-28T10:23:27+0000";"mobile_status_update";"status";"";"- A Folha de SP publica uma mentira, o PT usando a notícia mentirosa aciona o TSE e, na mesma linha, alguns deputados e senadores criam a CPMI do Fake News para atingir o Governo Jair Bolsonaro. - Peço assistir e compartilhar.  . Link no YouTube: https://youtu.be/0Lttb2eZlz0";"";"https://www.facebook.com/211857482296579/posts/1604134116402235/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1604134116402235/211857482296579_1604134116402235";"809";"196";"2";"211857482296579_1604134116402235";"data";"fetched (200)";"2020-05-26 13:09:45.731001";"Facebook:/<post-id>";"211857482296579_1604134116402235";"";"";"";"";"";"";"";"2391";"3860";"25389";"23815";"747";"140";"423";"75";"189"
"jairmessias.bolsonaro/211857482296579_457770558174368";"197";"1";"1";"211857482296579_457770558174368";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_457770558174368";"2019-09-27T20:28:04+0000";"added_video";"video";"14:02";"- Visita da garotada de escolas, que tive o prazer de receber na frente do Palácio da Alvorada!  - Obrigado pela consideração!";"https://www.facebook.com/jairmessias.bolsonaro/videos/457770558174368/";"https://www.facebook.com/jairmessias.bolsonaro/videos/457770558174368/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_457770558174368/211857482296579_457770558174368";"810";"197";"2";"211857482296579_457770558174368";"data";"fetched (200)";"2020-05-26 13:09:46.103536";"Facebook:/<post-id>";"211857482296579_457770558174368";"";"";"";"";"";"";"";"16733";"9147";"73130";"61560";"10730";"266";"453";"29";"92"
"jairmessias.bolsonaro/211857482296579_456121768331329";"198";"1";"1";"211857482296579_456121768331329";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_456121768331329";"2019-09-27T12:07:07+0000";"added_video";"video";"08:02";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/456121768331329/";"https://www.facebook.com/jairmessias.bolsonaro/videos/456121768331329/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_456121768331329/211857482296579_456121768331329";"811";"198";"2";"211857482296579_456121768331329";"data";"fetched (200)";"2020-05-26 13:09:46.413069";"Facebook:/<post-id>";"211857482296579_456121768331329";"";"";"";"";"";"";"";"12205";"5015";"49963";"40971";"8138";"148";"552";"49";"105"
"jairmessias.bolsonaro/211857482296579_1602474596568187";"199";"1";"1";"211857482296579_1602474596568187";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1602474596568187";"2019-09-26T23:39:09+0000";"mobile_status_update";"status";"";"- O TSE decidiu que não houve disparos em massa de mensagens via WhatsApp durante campanha eleitoral pelo então candidato à Presidência da República, Jair Messias Bolsonaro . Mais uma narrativa montada pelos canalhas jogada na latrina!  - COMO FUNCIONA: Folha de SP publica Fake News sobre Bolsonaro, com a matéria o PT ajuiza ação no TSE... mas Bolsonaro é absolvido.";"";"https://www.facebook.com/211857482296579/posts/1602474596568187/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1602474596568187/211857482296579_1602474596568187";"812";"199";"2";"211857482296579_1602474596568187";"data";"fetched (200)";"2020-05-26 13:09:47.410611";"Facebook:/<post-id>";"211857482296579_1602474596568187";"";"";"";"";"";"";"";"5433";"8730";"82856";"74439";"5377";"232";"2646";"31";"131"
"jairmessias.bolsonaro/211857482296579_1602440679904912";"200";"1";"1";"211857482296579_1602440679904912";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1602440679904912";"2019-09-26T23:16:45+0000";"added_video";"video";"03:30";"- Pastor Silas Malafaia diz para quem o governo Bolsonaro não presta.";"https://www.facebook.com/jairmessias.bolsonaro/videos/431143134057438/";"https://www.facebook.com/211857482296579/posts/1602440679904912/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1602440679904912/211857482296579_1602440679904912";"813";"200";"2";"211857482296579_1602440679904912";"data";"fetched (200)";"2020-05-26 13:09:47.639427";"Facebook:/<post-id>";"211857482296579_1602440679904912";"";"";"";"";"";"";"";"10111";"63031";"96701";"86311";"8446";"714";"1028";"30";"172"
"jairmessias.bolsonaro/211857482296579_527026854767047";"201";"1";"1";"211857482296579_527026854767047";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_527026854767047";"2019-09-26T22:00:13+0000";"added_video";"video";"22:41";"- Live de quinta-feira com o Presidente e a indígena Ysani Kalapalo, do Parque do Xingú (26/09/2019). Temas da semana!  . Link no YouTube: https://youtu.be/wgITBQUDEQo";"https://www.facebook.com/jairmessias.bolsonaro/videos/527026854767047/";"https://www.facebook.com/jairmessias.bolsonaro/videos/527026854767047/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_527026854767047/211857482296579_527026854767047";"814";"201";"2";"211857482296579_527026854767047";"data";"fetched (200)";"2020-05-26 13:09:47.934068";"Facebook:/<post-id>";"211857482296579_527026854767047";"";"";"";"";"";"";"";"31667";"11262";"62700";"50894";"10876";"217";"426";"65";"222"
"jairmessias.bolsonaro/211857482296579_1602205493261764";"202";"1";"1";"211857482296579_1602205493261764";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1602205493261764";"2019-09-26T19:52:17+0000";"mobile_status_update";"status";"";"- O mercado imobiliário voltou a evoluir positivamente no segundo trimestre de 2019, segundo estudo do Ministério da Economia . Em junho, foram lançados 16.298 novos imóveis, o segundo maior resultado da série histórica iniciada em janeiro de 2014.";"";"https://www.facebook.com/211857482296579/posts/1602205493261764/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1602205493261764/211857482296579_1602205493261764";"815";"202";"2";"211857482296579_1602205493261764";"data";"fetched (200)";"2020-05-26 13:09:48.351447";"Facebook:/<post-id>";"211857482296579_1602205493261764";"";"";"";"";"";"";"";"1557";"2259";"35857";"33578";"1975";"226";"60";"2";"16"
"jairmessias.bolsonaro/211857482296579_1601337166681930";"203";"1";"1";"211857482296579_1601337166681930";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1601337166681930";"2019-09-26T00:06:32+0000";"added_video";"video";"01:21";"BRASIL NA ONU 2019:";"https://www.facebook.com/jairmessias.bolsonaro/videos/440638516798275/";"https://www.facebook.com/211857482296579/posts/1601337166681930/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1601337166681930/211857482296579_1601337166681930";"816";"203";"2";"211857482296579_1601337166681930";"data";"fetched (200)";"2020-05-26 13:09:48.684726";"Facebook:/<post-id>";"211857482296579_1601337166681930";"";"";"";"";"";"";"";"5913";"15758";"80833";"71419";"8336";"534";"417";"21";"106"
"jairmessias.bolsonaro/211857482296579_1600649876750659";"204";"1";"1";"211857482296579_1600649876750659";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1600649876750659";"2019-09-25T10:39:26+0000";"added_photos";"photo";"";"‪- TRABALHO DO GOVERNO: A  companhia aérea Vuela JetSMART acaba de chegar ao Brasil. Anunciou seu voo inaugural Salvador-Santiago por R$ 299. Já são 5 lowcosts iniciando investimentos em nosso país. A concorrência barateando o preço das passagens, disputando a qualidade dos serviços e trazendo mais turistas.  Os aumentados voos internacionais saindo e chegando do Brasil são os primeiros passos para reconhecimento e posterior, brevemente, entrada no mercado doméstico.  . Via Ministério da Infraestrutura (Capitão Tarcício de Freitas)";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1600649810083999/?type=3";"https://www.facebook.com/211857482296579/posts/1600649876750659/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1600649876750659/211857482296579_1600649876750659";"817";"204";"2";"211857482296579_1600649876750659";"data";"fetched (200)";"2020-05-26 13:09:48.989901";"Facebook:/<post-id>";"211857482296579_1600649876750659";"";"";"";"";"";"";"";"11306";"25716";"189600";"168836";"16953";"3584";"207";"5";"15"
"jairmessias.bolsonaro/211857482296579_1599698270179153";"205";"1";"1";"211857482296579_1599698270179153";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1599698270179153";"2019-09-24T15:18:22+0000";"mobile_status_update";"status";"";"- Na ONU, levei a palavra firme do Brasil, dando voz aos verdadeiros anseios e valores de nosso amado povo. Estamos construindo um país mais próspero, onde a liberdade, a inviolabilidade da nossa soberania e a vontade dos brasileiros são os três alicerces que nos darão sustentação.";"";"https://www.facebook.com/211857482296579/posts/1599698270179153/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1599698270179153/211857482296579_1599698270179153";"818";"205";"2";"211857482296579_1599698270179153";"data";"fetched (200)";"2020-05-26 13:09:49.322091";"Facebook:/<post-id>";"211857482296579_1599698270179153";"";"";"";"";"";"";"";"37063";"18093";"244257";"208091";"33386";"899";"1723";"36";"122"
"jairmessias.bolsonaro/211857482296579_1599424703539843";"206";"1";"1";"211857482296579_1599424703539843";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1599424703539843";"2019-09-24T10:09:22+0000";"added_video";"video";"02:15";"- A indústria de calçados se recuperou em 2019 no governo Bolsonaro e está gerando empregos.  . Link no YouTube: https://youtu.be/wTpmyHK-KJU";"https://www.facebook.com/jairmessias.bolsonaro/videos/511167556119811/";"https://www.facebook.com/211857482296579/posts/1599424703539843/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1599424703539843/211857482296579_1599424703539843";"819";"206";"2";"211857482296579_1599424703539843";"data";"fetched (200)";"2020-05-26 13:09:49.638039";"Facebook:/<post-id>";"211857482296579_1599424703539843";"";"";"";"";"";"";"";"1576";"8414";"42016";"38773";"2846";"313";"72";"2";"10"
"jairmessias.bolsonaro/211857482296579_1599020516913595";"207";"1";"1";"211857482296579_1599020516913595";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1599020516913595";"2019-09-23T22:33:52+0000";"added_video";"video";"00:44";"- Chegada no hotel em Nova Iorque, cumprimentando nossos ministros de Estado e corpo diplomático brasileiro. Amanhã abriremos a assembleia geral da ONU, onde teremos a oportunidade de apresentar ao mundo o Brasil que estamos construindo.";"https://www.facebook.com/jairmessias.bolsonaro/videos/688564714980490/";"https://www.facebook.com/211857482296579/posts/1599020516913595/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1599020516913595/211857482296579_1599020516913595";"820";"207";"2";"211857482296579_1599020516913595";"data";"fetched (200)";"2020-05-26 13:09:49.965817";"Facebook:/<post-id>";"211857482296579_1599020516913595";"";"";"";"";"";"";"";"10072";"16457";"111900";"98614";"12097";"846";"273";"19";"51"
"jairmessias.bolsonaro/211857482296579_1598118387003808";"208";"1";"1";"211857482296579_1598118387003808";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1598118387003808";"2019-09-22T23:44:35+0000";"added_video";"video";"02:02";"Obrigado pelas palavras, Salim Mattar:  . Link no YouTube: https://youtu.be/IwqodFJXHjg";"https://www.facebook.com/jairmessias.bolsonaro/videos/1665943266872987/";"https://www.facebook.com/211857482296579/posts/1598118387003808/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1598118387003808/211857482296579_1598118387003808";"821";"208";"2";"211857482296579_1598118387003808";"data";"fetched (200)";"2020-05-26 13:09:50.289484";"Facebook:/<post-id>";"211857482296579_1598118387003808";"";"";"";"";"";"";"";"1514";"9115";"39179";"36124";"2762";"234";"46";"2";"11"
"jairmessias.bolsonaro/211857482296579_1598000630348917";"210";"1";"1";"211857482296579_1598000630348917";"data";"fetched (200)";"2020-05-26 13:08:07.588206";"Facebook:/<page-id>/posts";"211857482296579_1598000630348917";"2019-09-22T20:37:47+0000";"added_video";"video";"02:13";"- Ministro Paulo Guedes fala sobre o Brasil de hoje e o que muito ainda podemos fazer:";"https://www.facebook.com/jairmessias.bolsonaro/videos/575878359614158/";"https://www.facebook.com/211857482296579/posts/1598000630348917/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1598000630348917/211857482296579_1598000630348917";"822";"210";"2";"211857482296579_1598000630348917";"data";"fetched (200)";"2020-05-26 13:09:50.643196";"Facebook:/<post-id>";"211857482296579_1598000630348917";"";"";"";"";"";"";"";"1924";"8532";"40482";"37187";"2947";"248";"68";"7";"25"
"jairmessias.bolsonaro/211857482296579_1597683897047257";"211";"1";"1";"211857482296579_1597683897047257";"data";"fetched (200)";"2020-05-26 13:08:07.588206";"Facebook:/<page-id>/posts";"211857482296579_1597683897047257";"2019-09-22T14:27:42+0000";"mobile_status_update";"status";"";"- MAIS ALGUNS FEITOS DO GOVERNO BOLSONARO NOS ÚLTIMOS DIAS:  . MAIS IMPOSTOS ZERADOS – depois dos medicamentos para Câncer e AIDS, governo zera impostos para centenas de produtos, entre eles equipamentos e produção médicos, exames, cirurgias oftalmológicas e informática.  . MAIS INVESTIMENTOS – Toyota anuncia R$ 1 bilhão em investimentos graças ao programa de valorização dos biocombustíveis do governo, o RENOVABIO. Estímulo à agricultura familiar.  . MENOR TAXA DE JUROS DA HISTÓRIA – 5,5% e risco país em seu menor patamar desde 2013.  . CRESCIMENTO DO COMÉRCIO NA SEMANA DO BRASIL – aumento de 12% nas vendas e 41% nas atividades online, em relação ao mesmo período do ano passado. R$ 1,86 bilhões de vendas no período de 6 a 15 de setembro.  . MAIS EXPORTAÇÕES – Depois de abrir mercado de carne pra a Indonésia, ampliar para a China e introduzir o leite brasileiro e seus derivados no Egito, o Ministério da Agricultura fecha acordo com a Arabia Saudita para exportação de frutas, castanhas e derivados de ovos. Potencial de U$$ 2 bi.  . MENOS BUROCRACIA E MENOS GASTOS PARA A OBTENÇÃO DA CNH – fim da obrigação de simuladores, queda no número de horas necessárias de aulas práticas.  . MULTAS NO TRÂNSITO : Um mês após determinarmos a suspensão do uso de radares móveis em rodovias federais, dados da PRF apontam que, em Agosto, o número de multas caiu 64% em relação à média do 1• semestre e o número de mortes também.  . MENOS DROGAS – 3 mil toneladas de pés de maconha destruídos. Resultado maior que a soma dos dois anos anteriores. Recorde de apreensão de cocaína.  . DIREITO À LEGÍTIMA DEFESA – Sancionada a lei que garante aos produtores rurais a posse de armas em toda a propriedade.  . MP DA LIBERDADE ECONÔMICA SANCIONADA: mais um passo pra tirar o estado do cangote de quem trabalha e produz (geração de empregos e economia).  . EM DEFESA DAS MULHERES – garantia às mães do direito de amamentar durante a realização de concurso público e obrigação do agressor de mulheres a custear os danos sofridos pela vítima ao ser atendida na rede de saúde.  . SEGURANÇA: Multiplicação do banco nacional de perfis genéticos, com potencial de solução de inúmeros crimes graves.   . TURISMO: Programa que promove o turismo de mergulho e viveiros artificiais para a fauna marinha. Mais naufrágios programados virão pelo Brasil.  . RODOVIAS: O Ministério da Infraestrutura com apoio do Exército Brasileiro não para nem nos finais de semana na construção e correções de trafegabilidade nas BRs.  . SERVIÇOS PÚBLICOS: - Desde o início, nosso governo preza pela responsabilidade com as contas públicas. Estas foram deixadas destruídas por governos anteriores. Com muito sacrifício, estamos criando condições para manter os investimentos. A Casa Civil anunciou descontingenciamento de R$ 8,3 bilhões, que serão distribuídos à Educação e as demais pastas.  . ESTRADAS DE FERRO: Ferrovia Norte-Sul registra recorde histórico de cargas. Só no mês de agosto, 1 milhão de toneladas transportadas pela ferrovia, no trecho que vai de Palmas/TO a Açailândia/MA. Em 2008, o fluxo de carga nesse trecho foi 1,4 milhão.  . PASSAGENS AÉREAS: Empresas aéreas estrangeiras firmam compromisso de entram no mercado internacional do Brasil como primeiro passo para entrar no mercado doméstico. A concorrência traz o barateamento do serviço e a qualidade ao usuário.  . MENOS GASTOS PÚBLICOS: Governo prepara projetos para reduzir gasto com energia elétrica no setor público. Revisão de contratos e geração de energia solar podem diminuir custos da administração em até 90%. A ideia é mudar o consumo e geração de energia elétrica da administração pública federal com instalação de micro usinas fotovoltaicas nos prédios anexos da Esplanada dos Ministérios e outros.";"";"https://www.facebook.com/211857482296579/posts/1597683897047257/";"";"";"";"";"";"";"";"";""
